Label	File	ReadType	Batch
RenLab-RNA-Seq-E14.5-limb_2_SRR392609	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-E14.5-limb_2_SRR392609/SRR392609.exon.counts.txt	exonic	1
RenLab-RNA-Seq-E14.5-limb_2_SRR392609	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-E14.5-limb_2_SRR392609/SRR392609.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-E14.5-liver_1_SRR392610	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-E14.5-liver_1_SRR392610/SRR392610.exon.counts.txt	exonic	1
RenLab-RNA-Seq-E14.5-liver_1_SRR392610	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-E14.5-liver_1_SRR392610/SRR392610.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-E14.5-liver_2_SRR392611	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-E14.5-liver_2_SRR392611/SRR392611.exon.counts.txt	exonic	1
RenLab-RNA-Seq-E14.5-liver_2_SRR392611	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-E14.5-liver_2_SRR392611/SRR392611.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-heart_1_SRR207096	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-heart_1_SRR207096/SRR207096.exon.counts.txt	exonic	1
RenLab-RNA-Seq-heart_1_SRR207096	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-heart_1_SRR207096/SRR207096.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-heart_2_SRR207097	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-heart_2_SRR207097/SRR207097.exon.counts.txt	exonic	1
RenLab-RNA-Seq-heart_2_SRR207097	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-heart_2_SRR207097/SRR207097.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-intestine_1_SRR392613	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-intestine_1_SRR392613/SRR392613.exon.counts.txt	exonic	1
RenLab-RNA-Seq-intestine_1_SRR392613	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-intestine_1_SRR392613/SRR392613.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-intestine_2_SRR499923	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-intestine_2_SRR499923/SRR499923.exon.counts.txt	exonic	1
RenLab-RNA-Seq-intestine_2_SRR499923	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-intestine_2_SRR499923/SRR499923.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-kidney_1_SRR207098	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-kidney_1_SRR207098/SRR207098.exon.counts.txt	exonic	1
RenLab-RNA-Seq-kidney_1_SRR207098	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-kidney_1_SRR207098/SRR207098.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-kidney_2_SRR207099	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-kidney_2_SRR207099/SRR207099.exon.counts.txt	exonic	1
RenLab-RNA-Seq-kidney_2_SRR207099	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-kidney_2_SRR207099/SRR207099.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-liver_1_SRR207100	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-liver_1_SRR207100/SRR207100.exon.counts.txt	exonic	1
RenLab-RNA-Seq-liver_1_SRR207100	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-liver_1_SRR207100/SRR207100.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-liver_2_SRR207101	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-liver_2_SRR207101/SRR207101.exon.counts.txt	exonic	1
RenLab-RNA-Seq-liver_2_SRR207101	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-liver_2_SRR207101/SRR207101.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-lung_1_SRR207102	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-lung_1_SRR207102/SRR207102.exon.counts.txt	exonic	1
RenLab-RNA-Seq-lung_1_SRR207102	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-lung_1_SRR207102/SRR207102.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-lung_2_SRR207103	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-lung_2_SRR207103/SRR207103.exon.counts.txt	exonic	1
RenLab-RNA-Seq-lung_2_SRR207103	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-lung_2_SRR207103/SRR207103.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-MEF_1_SRR207106	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-MEF_1_SRR207106/SRR207106.exon.counts.txt	exonic	1
RenLab-RNA-Seq-MEF_1_SRR207106	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-MEF_1_SRR207106/SRR207106.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-MEF_2_SRR207107	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-MEF_2_SRR207107/SRR207107.exon.counts.txt	exonic	1
RenLab-RNA-Seq-MEF_2_SRR207107	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-MEF_2_SRR207107/SRR207107.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-mESC_1_SRR207108	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-mESC_1_SRR207108/SRR207108.exon.counts.txt	exonic	1
RenLab-RNA-Seq-mESC_1_SRR207108	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-mESC_1_SRR207108/SRR207108.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-mESC_2_SRR207109	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-mESC_2_SRR207109/SRR207109.exon.counts.txt	exonic	1
RenLab-RNA-Seq-mESC_2_SRR207109	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-mESC_2_SRR207109/SRR207109.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-olfactory_1_SRR392614	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-olfactory_1_SRR392614/SRR392614.exon.counts.txt	exonic	1
RenLab-RNA-Seq-olfactory_1_SRR392614	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-olfactory_1_SRR392614/SRR392614.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-olfactory_2_SRR392615	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-olfactory_2_SRR392615/SRR392615.exon.counts.txt	exonic	1
RenLab-RNA-Seq-olfactory_2_SRR392615	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-olfactory_2_SRR392615/SRR392615.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-placenta_1_SRR392616	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-placenta_1_SRR392616/SRR392616.exon.counts.txt	exonic	1
RenLab-RNA-Seq-placenta_1_SRR392616	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-placenta_1_SRR392616/SRR392616.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-placenta_2_SRR392617	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-placenta_2_SRR392617/SRR392617.exon.counts.txt	exonic	1
RenLab-RNA-Seq-placenta_2_SRR392617	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-placenta_2_SRR392617/SRR392617.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-spleen_1_SRR207104	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-spleen_1_SRR207104/SRR207104.exon.counts.txt	exonic	1
RenLab-RNA-Seq-spleen_1_SRR207104	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-spleen_1_SRR207104/SRR207104.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-spleen_2_SRR207105	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-spleen_2_SRR207105/SRR207105.exon.counts.txt	exonic	1
RenLab-RNA-Seq-spleen_2_SRR207105	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-spleen_2_SRR207105/SRR207105.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-testes_1_SRR392618	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-testes_1_SRR392618/SRR392618.exon.counts.txt	exonic	1
RenLab-RNA-Seq-testes_1_SRR392618	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-testes_1_SRR392618/SRR392618.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-testes_2_SRR392619	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-testes_2_SRR392619/SRR392619.exon.counts.txt	exonic	1
RenLab-RNA-Seq-testes_2_SRR392619	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-testes_2_SRR392619/SRR392619.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-thymus_1_SRR392620	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-thymus_1_SRR392620/SRR392620.exon.counts.txt	exonic	1
RenLab-RNA-Seq-thymus_1_SRR392620	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-thymus_1_SRR392620/SRR392620.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-thymus_2_SRR392621	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-thymus_2_SRR392621/SRR392621.exon.counts.txt	exonic	1
RenLab-RNA-Seq-thymus_2_SRR392621	../Shen_2012_GSE29278_counts/RenLab-RNA-Seq-thymus_2_SRR392621/SRR392621.ungapped.intron.counts.txt	intronic	1
siNT_EGFP_Rep1_SRR2153901	./siNT_EGFP_Rep1_SRR2153901/SRR2153901.exon.counts.txt	exonic	1
siNT_EGFP_Rep1_SRR2153901	./siNT_EGFP_Rep1_SRR2153901/SRR2153901.ungapped.intron.counts.txt	intronic	1
siNT_EGFP_Rep2_SRR2153902	./siNT_EGFP_Rep2_SRR2153902/SRR2153902.exon.counts.txt	exonic	1
siNT_EGFP_Rep2_SRR2153902	./siNT_EGFP_Rep2_SRR2153902/SRR2153902.ungapped.intron.counts.txt	intronic	1
siRbfox1and3_EGFP_Rep1_SRR2153903	./siRbfox1and3_EGFP_Rep1_SRR2153903/SRR2153903.exon.counts.txt	exonic	1
siRbfox1and3_EGFP_Rep1_SRR2153903	./siRbfox1and3_EGFP_Rep1_SRR2153903/SRR2153903.ungapped.intron.counts.txt	intronic	1
siRbfox1and3_EGFP_Rep2_SRR2153904	./siRbfox1and3_EGFP_Rep2_SRR2153904/SRR2153904.exon.counts.txt	exonic	1
siRbfox1and3_EGFP_Rep2_SRR2153904	./siRbfox1and3_EGFP_Rep2_SRR2153904/SRR2153904.ungapped.intron.counts.txt	intronic	1
siRbfox1and3_Flag-Rbfox1_C_Rep1_SRR2153905	./siRbfox1and3_Flag-Rbfox1_C_Rep1_SRR2153905/SRR2153905.exon.counts.txt	exonic	1
siRbfox1and3_Flag-Rbfox1_C_Rep1_SRR2153905	./siRbfox1and3_Flag-Rbfox1_C_Rep1_SRR2153905/SRR2153905.ungapped.intron.counts.txt	intronic	1
siRbfox1and3_Flag-Rbfox1_C_Rep2_SRR2153906	./siRbfox1and3_Flag-Rbfox1_C_Rep2_SRR2153906/SRR2153906.exon.counts.txt	exonic	1
siRbfox1and3_Flag-Rbfox1_C_Rep2_SRR2153906	./siRbfox1and3_Flag-Rbfox1_C_Rep2_SRR2153906/SRR2153906.ungapped.intron.counts.txt	intronic	1
