Label	File	ReadType	Batch
SkeletalMuscle_SRR1957201	./SRA_20_tissues_hg19_HISAT2/SkeletalMuscle_SRR1957201/SRR1957201.ungapped.intron.counts.txt	intronic	1
SmallIntestine_SRR1957202	./SRA_20_tissues_hg19_HISAT2/SmallIntestine_SRR1957202/SRR1957202.exon.counts.txt	exonic	1
SmallIntestine_SRR1957202	./SRA_20_tissues_hg19_HISAT2/SmallIntestine_SRR1957202/SRR1957202.ungapped.intron.counts.txt	intronic	1
Spleen_SRR1957203	./SRA_20_tissues_hg19_HISAT2/Spleen_SRR1957203/SRR1957203.exon.counts.txt	exonic	1
Spleen_SRR1957203	./SRA_20_tissues_hg19_HISAT2/Spleen_SRR1957203/SRR1957203.ungapped.intron.counts.txt	intronic	1
Stomach_SRR1957205	./SRA_20_tissues_hg19_HISAT2/Stomach_SRR1957205/SRR1957205.exon.counts.txt	exonic	1
Stomach_SRR1957205	./SRA_20_tissues_hg19_HISAT2/Stomach_SRR1957205/SRR1957205.ungapped.intron.counts.txt	intronic	1
Thymus_SRR1957206	./SRA_20_tissues_hg19_HISAT2/Thymus_SRR1957206/SRR1957206.exon.counts.txt	exonic	1
Thymus_SRR1957206	./SRA_20_tissues_hg19_HISAT2/Thymus_SRR1957206/SRR1957206.ungapped.intron.counts.txt	intronic	1
Thyroid_SRR1957207	./SRA_20_tissues_hg19_HISAT2/Thyroid_SRR1957207/SRR1957207.exon.counts.txt	exonic	1
Thyroid_SRR1957207	./SRA_20_tissues_hg19_HISAT2/Thyroid_SRR1957207/SRR1957207.ungapped.intron.counts.txt	intronic	1
Trachea_SRR1957208	./SRA_20_tissues_hg19_HISAT2/Trachea_SRR1957208/SRR1957208.exon.counts.txt	exonic	1
Trachea_SRR1957208	./SRA_20_tissues_hg19_HISAT2/Trachea_SRR1957208/SRR1957208.ungapped.intron.counts.txt	intronic	1
Uterus_SRR1957209	./SRA_20_tissues_hg19_HISAT2/Uterus_SRR1957209/SRR1957209.exon.counts.txt	exonic	1
Uterus_SRR1957209	./SRA_20_tissues_hg19_HISAT2/Uterus_SRR1957209/SRR1957209.ungapped.intron.counts.txt	intronic	1
MDALM2CellLineRep1_SRR773097	./MDALM2CellLineRep1_SRR773097/SRR773097.exon.counts.txt	exonic	1
MDALM2CellLineRep1_SRR773097	./MDALM2CellLineRep1_SRR773097/SRR773097.ungapped.intron.counts.txt	intronic	1
MDALM2CellLineRep2_SRR773098	./MDALM2CellLineRep2_SRR773098/SRR773098.exon.counts.txt	exonic	1
MDALM2CellLineRep2_SRR773098	./MDALM2CellLineRep2_SRR773098/SRR773098.ungapped.intron.counts.txt	intronic	1
MDAparentalCellLineRep1_SRR773095	./MDAparentalCellLineRep1_SRR773095/SRR773095.exon.counts.txt	exonic	1
MDAparentalCellLineRep1_SRR773095	./MDAparentalCellLineRep1_SRR773095/SRR773095.ungapped.intron.counts.txt	intronic	1
MDAparentalCellLineRep2_SRR773096	./MDAparentalCellLineRep2_SRR773096/SRR773096.exon.counts.txt	exonic	1
MDAparentalCellLineRep2_SRR773096	./MDAparentalCellLineRep2_SRR773096/SRR773096.ungapped.intron.counts.txt	intronic	1
