Label	File	ReadType	Batch
RenLab-RNA-Seq-liver_1_SRR207100	./RenLab-RNA-Seq-liver_1_SRR207100/SRR207100.exon.counts.txt	exonic	1
RenLab-RNA-Seq-liver_1_SRR207100	./RenLab-RNA-Seq-liver_1_SRR207100/SRR207100.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-liver_2_SRR207101	./RenLab-RNA-Seq-liver_2_SRR207101/SRR207101.exon.counts.txt	exonic	1
RenLab-RNA-Seq-liver_2_SRR207101	./RenLab-RNA-Seq-liver_2_SRR207101/SRR207101.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-lung_1_SRR207102	./RenLab-RNA-Seq-lung_1_SRR207102/SRR207102.exon.counts.txt	exonic	1
RenLab-RNA-Seq-lung_1_SRR207102	./RenLab-RNA-Seq-lung_1_SRR207102/SRR207102.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-lung_2_SRR207103	./RenLab-RNA-Seq-lung_2_SRR207103/SRR207103.exon.counts.txt	exonic	1
RenLab-RNA-Seq-lung_2_SRR207103	./RenLab-RNA-Seq-lung_2_SRR207103/SRR207103.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-mESC_1_SRR207108	./RenLab-RNA-Seq-mESC_1_SRR207108/SRR207108.exon.counts.txt	exonic	1
RenLab-RNA-Seq-mESC_1_SRR207108	./RenLab-RNA-Seq-mESC_1_SRR207108/SRR207108.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-mESC_2_SRR207109	./RenLab-RNA-Seq-mESC_2_SRR207109/SRR207109.exon.counts.txt	exonic	1
RenLab-RNA-Seq-mESC_2_SRR207109	./RenLab-RNA-Seq-mESC_2_SRR207109/SRR207109.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-olfactory_1_SRR392614	./RenLab-RNA-Seq-olfactory_1_SRR392614/SRR392614.exon.counts.txt	exonic	1
RenLab-RNA-Seq-olfactory_1_SRR392614	./RenLab-RNA-Seq-olfactory_1_SRR392614/SRR392614.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-olfactory_2_SRR392615	./RenLab-RNA-Seq-olfactory_2_SRR392615/SRR392615.exon.counts.txt	exonic	1
RenLab-RNA-Seq-olfactory_2_SRR392615	./RenLab-RNA-Seq-olfactory_2_SRR392615/SRR392615.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-placenta_1_SRR392616	./RenLab-RNA-Seq-placenta_1_SRR392616/SRR392616.exon.counts.txt	exonic	1
RenLab-RNA-Seq-placenta_1_SRR392616	./RenLab-RNA-Seq-placenta_1_SRR392616/SRR392616.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-placenta_2_SRR392617	./RenLab-RNA-Seq-placenta_2_SRR392617/SRR392617.exon.counts.txt	exonic	1
RenLab-RNA-Seq-placenta_2_SRR392617	./RenLab-RNA-Seq-placenta_2_SRR392617/SRR392617.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-spleen_1_SRR207104	./RenLab-RNA-Seq-spleen_1_SRR207104/SRR207104.exon.counts.txt	exonic	1
RenLab-RNA-Seq-spleen_1_SRR207104	./RenLab-RNA-Seq-spleen_1_SRR207104/SRR207104.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-spleen_2_SRR207105	./RenLab-RNA-Seq-spleen_2_SRR207105/SRR207105.exon.counts.txt	exonic	1
RenLab-RNA-Seq-spleen_2_SRR207105	./RenLab-RNA-Seq-spleen_2_SRR207105/SRR207105.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-testes_1_SRR392618	./RenLab-RNA-Seq-testes_1_SRR392618/SRR392618.exon.counts.txt	exonic	1
RenLab-RNA-Seq-testes_1_SRR392618	./RenLab-RNA-Seq-testes_1_SRR392618/SRR392618.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-testes_2_SRR392619	./RenLab-RNA-Seq-testes_2_SRR392619/SRR392619.exon.counts.txt	exonic	1
RenLab-RNA-Seq-testes_2_SRR392619	./RenLab-RNA-Seq-testes_2_SRR392619/SRR392619.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-thymus_1_SRR392620	./RenLab-RNA-Seq-thymus_1_SRR392620/SRR392620.exon.counts.txt	exonic	1
RenLab-RNA-Seq-thymus_1_SRR392620	./RenLab-RNA-Seq-thymus_1_SRR392620/SRR392620.ungapped.intron.counts.txt	intronic	1
RenLab-RNA-Seq-thymus_2_SRR392621	./RenLab-RNA-Seq-thymus_2_SRR392621/SRR392621.exon.counts.txt	exonic	1
RenLab-RNA-Seq-thymus_2_SRR392621	./RenLab-RNA-Seq-thymus_2_SRR392621/SRR392621.ungapped.intron.counts.txt	intronic	1
