Label	File	ReadType	Batch
GSE39978_CT44	./counts/GSE39978_CT44.exonic.tab	exonic	1
GSE39978_CT0	./counts/GSE39978_CT0.intronic.tab	intronic	1
GSE39978_CT4	./counts/GSE39978_CT4.intronic.tab	intronic	1
GSE39978_CT8	./counts/GSE39978_CT8.intronic.tab	intronic	1
GSE39978_CT12	./counts/GSE39978_CT12.intronic.tab	intronic	1
GSE39978_CT16	./counts/GSE39978_CT16.intronic.tab	intronic	1
GSE39978_CT20	./counts/GSE39978_CT20.intronic.tab	intronic	1
GSE39978_CT24	./counts/GSE39978_CT24.intronic.tab	intronic	1
GSE39978_CT28	./counts/GSE39978_CT28.intronic.tab	intronic	1
GSE39978_CT32	./counts/GSE39978_CT32.intronic.tab	intronic	1
GSE39978_CT36	./counts/GSE39978_CT36.intronic.tab	intronic	1
GSE39978_CT40	./counts/GSE39978_CT40.intronic.tab	intronic	1
GSE39978_CT44	./counts/GSE39978_CT44.intronic.tab	intronic	1
SRA025656_CT0	./counts/SRA025656_CT0.exonic.tab	exonic	1
SRA025656_CT3	./counts/SRA025656_CT3.exonic.tab	exonic	1
SRA025656_CT6	./counts/SRA025656_CT6.exonic.tab	exonic	1
SRA025656_CT9	./counts/SRA025656_CT9.exonic.tab	exonic	1
SRA025656_CT12	./counts/SRA025656_CT12.exonic.tab	exonic	1
SRA025656_CT15	./counts/SRA025656_CT15.exonic.tab	exonic	1
SRA025656_CT18	./counts/SRA025656_CT18.exonic.tab	exonic	1
SRA025656_CT21	./counts/SRA025656_CT21.exonic.tab	exonic	1
SRA025656_CT0	./counts/SRA025656_CT0.intronic.tab	intronic	1
SRA025656_CT3	./counts/SRA025656_CT3.intronic.tab	intronic	1
SRA025656_CT6	./counts/SRA025656_CT6.intronic.tab	intronic	1
SRA025656_CT9	./counts/SRA025656_CT9.intronic.tab	intronic	1
SRA025656_CT12	./counts/SRA025656_CT12.intronic.tab	intronic	1
SRA025656_CT15	./counts/SRA025656_CT15.intronic.tab	intronic	1
SRA025656_CT18	./counts/SRA025656_CT18.intronic.tab	intronic	1
SRA025656_CT21	./counts/SRA025656_CT21.intronic.tab	intronic	1
GSE33252_MmES_RNA_total_a	./counts/GSE33252_MmES_RNA_total_a.exonic.tab	exonic	1
GSE33252_MmES_RNA_total_b	./counts/GSE33252_MmES_RNA_total_b.exonic.tab	exonic	1
GSE33252_MmTN_RNA_total_a	./counts/GSE33252_MmTN_RNA_total_a.exonic.tab	exonic	1
GSE33252_MmTN_RNA_total_b	./counts/GSE33252_MmTN_RNA_total_b.exonic.tab	exonic	1
GSE33252_MmES_RNA_total_a	./counts/GSE33252_MmES_RNA_total_a.intronic.tab	intronic	1
GSE33252_MmES_RNA_total_b	./counts/GSE33252_MmES_RNA_total_b.intronic.tab	intronic	1
GSE33252_MmTN_RNA_total_a	./counts/GSE33252_MmTN_RNA_total_a.intronic.tab	intronic	1
GSE33252_MmTN_RNA_total_b	./counts/GSE33252_MmTN_RNA_total_b.intronic.tab	intronic	1
